sync_num,icg_timestamp,ecg_timestamp,time_diff_ms,elapsed_time_s,elapsed_time_min,icg_samples_between,ecg_samples_between,icg_sample_deviation,ecg_sample_deviation,,,
2279,1761654154,1761654154,5.5,-17542.5,-292.37,393,399,-7,-1,,,
2284,1761654159,1761654159,6.5,-17537.5,-292.29,393,399,-7,-1,,,
2297,1761654172,1761654172,9,-17524.5,-292.07,393,399,-7,-1,,,
2300,1761654175,1761654175,3,-17521.5,-292.02,393,400,-7,0,,,
2301,1761654176,1761654176,9,-17520.4,-292.01,393,400,-7,0,,,
2325,1761654200,1761654200,7.5,-17496.4,-291.61,393,400,-7,0,,,
2337,1761654212,1761654212,12,-17484.4,-291.41,393,400,-7,0,,,
2339,1761654214,1761654214,10,-17482.4,-291.37,393,398,-7,-2,,,
2342,1761654217,1761654217,5,-17479.4,-291.32,393,400,-7,0,,,
2344,1761654219,1761654219,3.5,-17477.4,-291.29,393,400,-7,0,,,
2347,1761654222,1761654222,8,-17474.4,-291.24,393,399,-7,-1,,,
2393,1761654268,1761654268,8,-17428.4,-290.47,393,400,-7,0,,,
2401,1761654276,1761654276,7,-17420.4,-290.34,393,399,-7,-1,,,
2413,1761654288,1761654288,9.5,-17408.4,-290.14,393,398,-7,-2,,,
2415,1761654290,1761654290,7.5,-17406.4,-290.11,393,400,-7,0,,,
2449,1761654324,1761654324,9.5,-17372.4,-289.54,393,399,-7,-1,,,
2466,1761654341,1761654341,1.5,-17355.4,-289.26,393,398,-7,-2,,,
2485,1761654360,1761654360,8.5,-17336.4,-288.94,393,400,-7,0,,,
2502,1761654377,1761654377,1,-17319.4,-288.66,393,399,-7,-1,,,
2503,1761654378,1761654378,7,-17318.4,-288.64,393,400,-7,0,,,
2513,1761654388,1761654388,10.5,-17308.4,-288.47,393,400,-7,0,,,
2518,1761654393,1761654393,4.5,-17303.4,-288.39,393,399,-7,-1,,,
2527,1761654402,1761654402,9.5,-17294.4,-288.24,393,399,-7,-1,,,
2534,1761654409,1761654409,6,-17287.4,-288.12,393,399,-7,-1,,,
2545,1761654420,1761654420,2,-17276.4,-287.94,393,399,-7,-1,,,
2605,1761654480,1761654480,3,-17216.3,-286.94,393,400,-7,0,,,
2606,1761654481,1761654481,6,-17215.3,-286.92,393,400,-7,0,,,
2645,1761654520,1761654520,7.5,-17176.3,-286.27,393,400,-7,0,,,
2650,1761654525,1761654525,7.5,-17171.3,-286.19,393,400,-7,0,,,
2654,1761654529,1761654529,11.5,-17167.3,-286.12,393,400,-7,0,,,
2723,1761654598,1761654598,7.5,-17098.3,-284.97,393,400,-7,0,,,
2743,1761654618,1761654618,6.5,-17078.3,-284.64,393,398,-7,-2,,,
2744,1761654619,1761654619,9,-17077.3,-284.62,393,400,-7,0,,,
2747,1761654622,1761654622,10,-17074.3,-284.57,393,399,-7,-1,,,
2749,1761654624,1761654624,6,-17072.3,-284.54,393,399,-7,-1,,,
2764,1761654639,1761654639,4.5,-17057.3,-284.29,393,399,-7,-1,,,
2777,1761654652,1761654652,6,-17044.3,-284.07,393,400,-7,0,,,
2787,1761654662,1761654662,5.5,-17034.3,-283.9,393,399,-7,-1,,,
2789,1761654664,1761654664,6.5,-17032.3,-283.87,393,399,-7,-1,,,
2792,1761654667,1761654667,2.5,-17029.3,-283.82,393,399,-7,-1,,,
2793,1761654668,1761654668,8,-17028.3,-283.8,393,400,-7,0,,,
2795,1761654670,1761654670,7,-17026.3,-283.77,393,400,-7,0,,,
2803,1761654678,1761654678,9,-17018.3,-283.64,393,398,-7,-2,,,
2805,1761654680,1761654680,5.5,-17016.3,-283.6,393,400,-7,0,,,
2806,1761654681,1761654681,7.5,-17015.3,-283.59,393,400,-7,0,,,
2811,1761654686,1761654686,11,-17010.3,-283.5,393,399,-7,-1,,,
2836,1761654711,1761654711,4.5,-16985.3,-283.09,393,400,-7,0,,,
2852,1761654727,1761654727,12,-16969.2,-282.82,393,397,-7,-3,,,
2854,1761654729,1761654729,7.5,-16967.2,-282.79,393,400,-7,0,,,
2870,1761654745,1761654745,5,-16951.2,-282.52,393,400,-7,0,,,
2877,1761654752,1761654752,6.5,-16944.2,-282.4,393,400,-7,0,,,
2880,1761654755,1761654755,6,-16941.2,-282.35,393,400,-7,0,,,
2895,1761654770,1761654770,9,-16926.2,-282.1,393,400,-7,0,,,
2897,1761654772,1761654772,7,-16924.2,-282.07,393,400,-7,0,,,
2912,1761654787,1761654787,5.5,-16909.2,-281.82,393,399,-7,-1,,,
2949,1761654824,1761654824,1.5,-16872.2,-281.2,393,400,-7,0,,,
2952,1761654827,1761654827,3.5,-16869.2,-281.15,393,398,-7,-2,,,
2958,1761654833,1761654833,6,-16863.2,-281.05,393,400,-7,0,,,
3014,1761654889,1761654889,1.5,-16807.2,-280.12,393,401,-7,1,,,
3085,1761654960,1761654960,8.5,-16736.2,-278.94,393,401,-7,1,,,
3121,1761654996,1761654996,2.5,-16700.2,-278.34,393,397,-7,-3,,,
3125,1761655000,1761655000,6.5,-16696.1,-278.27,393,399,-7,-1,,,
3133,1761655008,1761655008,9.5,-16688.1,-278.14,393,401,-7,1,,,
3139,1761655014,1761655014,8,-16682.1,-278.04,393,399,-7,-1,,,
3162,1761655037,1761655037,3,-16659.1,-277.65,393,400,-7,0,,,
3166,1761655041,1761655041,5.5,-16655.1,-277.59,393,400,-7,0,,,
3185,1761655060,1761655060,5.5,-16636.1,-277.27,393,399,-7,-1,,,
3197,1761655072,1761655072,4,-16624.1,-277.07,393,400,-7,0,,,
3202,1761655077,1761655077,8.5,-16619.1,-276.99,393,400,-7,0,,,
3222,1761655097,1761655097,13.5,-16599.1,-276.65,393,400,-7,0,,,
3225,1761655100,1761655100,3.5,-16596.1,-276.6,393,400,-7,0,,,
3238,1761655113,1761655113,7,-16583.1,-276.39,393,399,-7,-1,,,
3246,1761655121,1761655121,12.5,-16575.1,-276.25,393,399,-7,-1,,,
3249,1761655124,1761655124,4,-16572.1,-276.2,393,400,-7,0,,,
3263,1761655138,1761655138,9,-16558.1,-275.97,393,400,-7,0,,,
3266,1761655141,1761655141,6.5,-16555.1,-275.92,393,400,-7,0,,,
3294,1761655169,1761655169,8.5,-16527.1,-275.45,393,400,-7,0,,,
3299,1761655174,1761655174,6.5,-16522.1,-275.37,393,401,-7,1,,,
3311,1761655186,1761655186,4.5,-16510.1,-275.17,393,400,-7,0,,,
3318,1761655193,1761655193,8,-16503.1,-275.05,393,401,-7,1,,,
3333,1761655208,1761655208,6.5,-16488.1,-274.8,393,400,-7,0,,,
3345,1761655220,1761655220,8,-16476.1,-274.6,393,399,-7,-1,,,
3374,1761655249,1761655249,7.5,-16447.1,-274.12,393,399,-7,-1,,,
3391,1761655266,1761655266,5.5,-16430.1,-273.83,393,400,-7,0,,,
3405,1761655280,1761655280,12,-16416,-273.6,393,401,-7,1,,,
3407,1761655282,1761655282,5,-16414,-273.57,393,400,-7,0,,,
3419,1761655294,1761655294,13,-16402,-273.37,393,398,-7,-2,,,
3422,1761655297,1761655297,6,-16399,-273.32,393,399,-7,-1,,,
3439,1761655314,1761655314,8,-16382,-273.03,393,400,-7,0,,,
3474,1761655349,1761655349,8.5,-16347,-272.45,393,400,-7,0,,,
3476,1761655351,1761655351,8,-16345,-272.42,393,400,-7,0,,,
3490,1761655365,1761655365,4.5,-16331,-272.18,393,398,-7,-2,,,
3491,1761655366,1761655366,8,-16330,-272.17,393,400,-7,0,,,
3493,1761655368,1761655368,11,-16328,-272.13,393,397,-7,-3,,,
3495,1761655370,1761655370,11,-16326,-272.1,393,400,-7,0,,,
3511,1761655386,1761655386,6,-16310,-271.83,393,399,-7,-1,,,
3513,1761655388,1761655388,10,-16308,-271.8,393,399,-7,-1,,,
3522,1761655397,1761655397,9.5,-16299,-271.65,393,401,-7,1,,,
3529,1761655404,1761655404,12.5,-16292,-271.53,393,399,-7,-1,,,
3567,1761655442,1761655442,5,-16254,-270.9,393,401,-7,1,,,
3570,1761655445,1761655445,9,-16251,-270.85,393,400,-7,0,,,
3582,1761655457,1761655457,8.5,-16239,-270.65,393,399,-7,-1,,,
3617,1761655492,1761655492,10.5,-16204,-270.07,393,400,-7,0,,,
24,1761651898,1761651898,11,-19798.3,-329.97,392,399,-8,-1,,,
25,1761651899,1761651899,8,-19797.3,-329.96,392,400,-8,0,,,
26,1761651900,1761651900,10.5,-19796.3,-329.94,392,400,-8,0,,,
29,1761651903,1761651903,6,-19793.3,-329.89,392,399,-8,-1,,,
30,1761651904,1761651904,8,-19792.3,-329.87,392,400,-8,0,,,
40,1761651914,1761651914,10,-19782.3,-329.71,392,398,-8,-2,,,
46,1761651920,1761651920,16,-19776.3,-329.6,392,401,-8,1,,,
53,1761651927,1761651927,9,-19769.3,-329.49,392,400,-8,0,,,
57,1761651931,1761651931,6.5,-19765.3,-329.42,392,399,-8,-1,,,
59,1761651933,1761651933,9,-19763.3,-329.39,392,400,-8,0,,,
60,1761651934,1761651934,4.5,-19762.3,-329.37,392,401,-8,1,,,
66,1761651940,1761651940,2.5,-19756.3,-329.27,392,400,-8,0,,,
72,1761651946,1761651946,3.5,-19750.3,-329.17,392,397,-8,-3,,,
73,1761651947,1761651947,7,-19749.3,-329.15,392,399,-8,-1,,,
79,1761651953,1761651953,11.5,-19743.3,-329.05,392,399,-8,-1,,,
84,1761651958,1761651958,4,-19738.3,-328.97,392,399,-8,-1,,,
91,1761651965,1761651965,11.5,-19731.3,-328.85,392,399,-8,-1,,,
97,1761651971,1761651971,9.5,-19725.3,-328.75,392,400,-8,0,,,
98,1761651972,1761651972,4.5,-19724.3,-328.74,392,399,-8,-1,,,
100,1761651974,1761651974,8.5,-19722.3,-328.7,392,399,-8,-1,,,
103,1761651977,1761651977,6.5,-19719.3,-328.65,392,400,-8,0,,,
104,1761651978,1761651978,3,-19718.3,-328.64,392,398,-8,-2,,,
107,1761651981,1761651981,10,-19715.3,-328.59,392,400,-8,0,,,
108,1761651982,1761651982,8,-19714.3,-328.57,392,399,-8,-1,,,
109,1761651983,1761651983,9,-19713.3,-328.55,392,399,-8,-1,,,
111,1761651985,1761651985,11.5,-19711.3,-328.52,392,400,-8,0,,,
113,1761651987,1761651987,11.5,-19709.3,-328.49,392,399,-8,-1,,,
116,1761651990,1761651990,8,-19706.3,-328.44,392,398,-8,-2,,,
117,1761651991,1761651991,9,-19705.3,-328.42,392,399,-8,-1,,,
128,1761652002,1761652002,0,-19694.3,-328.24,392,398,-8,-2,,,
131,1761652005,1761652005,11.5,-19691.3,-328.19,392,400,-8,0,,,
135,1761652009,1761652009,8.5,-19687.3,-328.12,392,399,-8,-1,,,
137,1761652011,1761652011,0.5,-19685.3,-328.09,392,399,-8,-1,,,
140,1761652014,1761652014,9,-19682.3,-328.04,392,401,-8,1,,,
146,1761652020,1761652020,11.5,-19676.3,-327.94,392,399,-8,-1,,,
149,1761652023,1761652023,0,-19673.3,-327.89,392,398,-8,-2,,,
151,1761652025,1761652025,3.5,-19671.3,-327.85,392,400,-8,0,,,
156,1761652030,1761652030,8.5,-19666.3,-327.77,392,399,-8,-1,,,
168,1761652042,1761652042,5.5,-19654.3,-327.57,392,400,-8,0,,,
171,1761652045,1761652045,2,-19651.3,-327.52,392,400,-8,0,,,
172,1761652046,1761652046,3,-19650.2,-327.5,392,398,-8,-2,,,
180,1761652054,1761652054,5,-19642.2,-327.37,392,401,-8,1,,,
189,1761652063,1761652063,1,-19633.2,-327.22,392,398,-8,-2,,,
200,1761652074,1761652074,11,-19622.2,-327.04,392,400,-8,0,,,
210,1761652084,1761652084,11.5,-19612.2,-326.87,392,400,-8,0,,,
212,1761652086,1761652086,8.5,-19610.2,-326.84,392,400,-8,0,,,
216,1761652090,1761652090,10,-19606.2,-326.77,392,401,-8,1,,,
218,1761652092,1761652092,7.5,-19604.2,-326.74,392,399,-8,-1,,,
220,1761652094,1761652094,7.5,-19602.2,-326.7,392,400,-8,0,,,
221,1761652095,1761652095,4,-19601.2,-326.69,392,401,-8,1,,,
223,1761652097,1761652097,4,-19599.2,-326.65,392,399,-8,-1,,,
227,1761652101,1761652101,1,-19595.2,-326.59,392,399,-8,-1,,,
241,1761652115,1761652115,7,-19581.2,-326.35,392,400,-8,0,,,
243,1761652117,1761652117,4.5,-19579.2,-326.32,392,400,-8,0,,,
248,1761652122,1761652122,13.5,-19574.2,-326.24,392,400,-8,0,,,
250,1761652124,1761652124,6,-19572.2,-326.2,392,401,-8,1,,,
251,1761652125,1761652125,8,-19571.2,-326.19,392,400,-8,0,,,
252,1761652126,1761652126,0.5,-19570.2,-326.17,392,399,-8,-1,,,
254,1761652128,1761652128,7.5,-19568.2,-326.14,392,400,-8,0,,,
258,1761652132,1761652132,3,-19564.2,-326.07,392,399,-8,-1,,,
259,1761652133,1761652133,9,-19563.2,-326.05,392,401,-8,1,,,
266,1761652140,1761652140,3,-19556.2,-325.94,392,399,-8,-1,,,
269,1761652143,1761652143,8,-19553.2,-325.89,392,401,-8,1,,,
279,1761652153,1761652153,11,-19543.2,-325.72,392,401,-8,1,,,
281,1761652155,1761652155,10,-19541.2,-325.69,392,399,-8,-1,,,
306,1761652180,1761652180,11,-19516.2,-325.27,392,400,-8,0,,,
309,1761652183,1761652183,12,-19513.2,-325.22,392,400,-8,0,,,
312,1761652186,1761652186,5.5,-19510.2,-325.17,392,400,-8,0,,,
317,1761652191,1761652191,5.5,-19505.2,-325.09,392,398,-8,-2,,,
319,1761652193,1761652193,10,-19503.2,-325.05,392,400,-8,0,,,
321,1761652195,1761652195,12,-19501.2,-325.02,392,400,-8,0,,,
323,1761652197,1761652197,10,-19499.2,-324.99,392,399,-8,-1,,,
327,1761652201,1761652201,8.5,-19495.2,-324.92,392,400,-8,0,,,
329,1761652203,1761652203,11,-19493.2,-324.89,392,400,-8,0,,,
333,1761652207,1761652207,10.5,-19489.2,-324.82,392,400,-8,0,,,
340,1761652214,1761652214,3.5,-19482.2,-324.7,392,398,-8,-2,,,
350,1761652224,1761652224,5.5,-19472.2,-324.54,392,400,-8,0,,,
357,1761652231,1761652231,1,-19465.2,-324.42,392,400,-8,0,,,
361,1761652235,1761652235,6,-19461.2,-324.35,392,400,-8,0,,,
371,1761652245,1761652245,5.5,-19451.2,-324.19,392,399,-8,-1,,,
375,1761652249,1761652249,0.5,-19447.2,-324.12,392,399,-8,-1,,,
377,1761652251,1761652251,6.5,-19445.2,-324.09,392,401,-8,1,,,
393,1761652267,1761652267,9,-19429.2,-323.82,392,400,-8,0,,,
407,1761652281,1761652281,5.5,-19415.2,-323.59,392,399,-8,-1,,,
409,1761652283,1761652283,9,-19413.2,-323.55,392,399,-8,-1,,,
411,1761652285,1761652285,7,-19411.2,-323.52,392,400,-8,0,,,
414,1761652288,1761652288,2,-19408.2,-323.47,392,399,-8,-1,,,
420,1761652294,1761652294,4,-19402.2,-323.37,392,400,-8,0,,,
421,1761652295,1761652295,7,-19401.2,-323.35,392,399,-8,-1,,,
422,1761652296,1761652296,3.5,-19400.2,-323.34,392,401,-8,1,,,
428,1761652302,1761652302,4.5,-19394.2,-323.24,392,398,-8,-2,,,
429,1761652303,1761652303,10,-19393.2,-323.22,392,401,-8,1,,,
431,1761652305,1761652305,7.5,-19391.2,-323.19,392,400,-8,0,,,
432,1761652306,1761652306,3.5,-19390.2,-323.17,392,399,-8,-1,,,
434,1761652308,1761652308,8.5,-19388.2,-323.14,392,396,-8,-4,,,
442,1761652316,1761652316,7.5,-19380.1,-323,392,401,-8,1,,,
451,1761652325,1761652325,10,-19371.1,-322.85,392,399,-8,-1,,,
462,1761652336,1761652336,8,-19360.1,-322.67,392,399,-8,-1,,,
473,1761652347,1761652347,7.5,-19349.1,-322.49,392,399,-8,-1,,,
477,1761652351,1761652351,9,-19345.1,-322.42,392,400,-8,0,,,
479,1761652353,1761652353,12.5,-19343.1,-322.39,392,401,-8,1,,,
495,1761652369,1761652369,12.5,-19327.1,-322.12,392,401,-8,1,,,
496,1761652370,1761652370,5,-19326.1,-322.1,392,398,-8,-2,,,
497,1761652371,1761652371,7.5,-19325.1,-322.09,392,399,-8,-1,,,
501,1761652375,1761652375,13,-19321.1,-322.02,392,401,-8,1,,,
504,1761652378,1761652378,7,-19318.1,-321.97,392,399,-8,-1,,,
507,1761652381,1761652381,9.5,-19315.1,-321.92,392,399,-8,-1,,,
509,1761652383,1761652383,11,-19313.1,-321.89,392,398,-8,-2,,,
512,1761652386,1761652386,6.5,-19310.1,-321.84,392,400,-8,0,,,
529,1761652403,1761652403,4,-19293.1,-321.55,392,399,-8,-1,,,
530,1761652404,1761652404,3.5,-19292.1,-321.54,392,400,-8,0,,,
531,1761652405,1761652405,3,-19291.1,-321.52,392,400,-8,0,,,
540,1761652414,1761652414,5.5,-19282.1,-321.37,392,399,-8,-1,,,
545,1761652419,1761652419,6.5,-19277.1,-321.29,392,400,-8,0,,,
555,1761652429,1761652429,2,-19267.1,-321.12,392,399,-8,-1,,,
557,1761652431,1761652431,0.5,-19265.1,-321.09,392,399,-8,-1,,,
559,1761652433,1761652433,3,-19263.1,-321.05,392,400,-8,0,,,
565,1761652439,1761652439,5,-19257.1,-320.95,392,399,-8,-1,,,
573,1761652447,1761652447,7.5,-19249.1,-320.82,392,401,-8,1,,,
581,1761652455,1761652455,4,-19241.1,-320.68,392,400,-8,0,,,
586,1761652460,1761652460,7,-19236.1,-320.6,392,400,-8,0,,,
589,1761652463,1761652463,11.5,-19233.1,-320.55,392,401,-8,1,,,
590,1761652464,1761652464,8,-19232.1,-320.53,392,400,-8,0,,,
597,1761652471,1761652471,9.5,-19225.1,-320.42,392,399,-8,-1,,,
598,1761652472,1761652472,5.5,-19224.1,-320.4,392,400,-8,0,,,
599,1761652473,1761652473,10,-19223.1,-320.38,392,399,-8,-1,,,
600,1761652474,1761652474,6,-19222.1,-320.37,392,397,-8,-3,,,
607,1761652481,1761652481,10,-19215.1,-320.25,392,401,-8,1,,,
632,1761652506,1761652506,9.5,-19190.1,-319.83,392,400,-8,0,,,
658,1761652532,1761652532,5.5,-19164.1,-319.4,392,399,-8,-1,,,
662,1761652536,1761652536,8.5,-19160.1,-319.33,392,399,-8,-1,,,
664,1761652538,1761652538,8.5,-19158.1,-319.3,392,399,-8,-1,,,
665,1761652539,1761652539,3.5,-19157.1,-319.28,392,398,-8,-2,,,
669,1761652543,1761652543,5,-19153.1,-319.22,392,399,-8,-1,,,
674,1761652548,1761652548,8,-19148.1,-319.13,392,397,-8,-3,,,
683,1761652557,1761652557,5,-19139.1,-318.98,392,399,-8,-1,,,
692,1761652566,1761652566,13,-19130,-318.83,392,400,-8,0,,,
698,1761652572,1761652572,14,-19124,-318.73,392,399,-8,-1,,,
701,1761652575,1761652575,7,-19121,-318.68,392,400,-8,0,,,
704,1761652578,1761652578,1.5,-19118.1,-318.63,392,399,-8,-1,,,
705,1761652579,1761652579,5.5,-19117.1,-318.62,392,400,-8,0,,,
707,1761652581,1761652581,9.5,-19115,-318.58,392,399,-8,-1,,,
725,1761652599,1761652599,7,-19097,-318.28,392,400,-8,0,,,
726,1761652600,1761652600,7,-19096,-318.27,392,399,-8,-1,,,
729,1761652603,1761652603,8,-19093,-318.22,392,398,-8,-2,,,
738,1761652612,1761652612,11.5,-19084,-318.07,392,400,-8,0,,,
751,1761652625,1761652625,8,-19071,-317.85,392,397,-8,-3,,,
755,1761652629,1761652629,4.5,-19067,-317.78,392,400,-8,0,,,
764,1761652638,1761652638,9.5,-19058,-317.63,392,399,-8,-1,,,
765,1761652639,1761652639,5,-19057,-317.62,392,399,-8,-1,,,
789,1761652663,1761652663,7,-19033,-317.22,392,399,-8,-1,,,
795,1761652669,1761652669,5.5,-19027,-317.12,392,398,-8,-2,,,
802,1761652676,1761652676,4.5,-19020,-317,392,399,-8,-1,,,
803,1761652677,1761652677,11,-19019,-316.98,392,400,-8,0,,,
808,1761652682,1761652682,5.5,-19014,-316.9,392,400,-8,0,,,
811,1761652685,1761652685,9.5,-19011,-316.85,392,399,-8,-1,,,
831,1761652705,1761652705,15,-18991,-316.52,392,399,-8,-1,,,
832,1761652706,1761652706,4,-18990,-316.5,392,399,-8,-1,,,
834,1761652708,1761652708,4.5,-18988,-316.47,392,399,-8,-1,,,
843,1761652717,1761652717,10.5,-18979,-316.32,392,400,-8,0,,,
862,1761652736,1761652736,5.5,-18960,-316,392,400,-8,0,,,
864,1761652738,1761652738,10.5,-18958,-315.97,392,400,-8,0,,,
870,1761652744,1761652744,8,-18952,-315.87,392,400,-8,0,,,
871,1761652745,1761652745,2,-18951,-315.85,392,400,-8,0,,,
876,1761652750,1761652750,7.5,-18946,-315.77,392,400,-8,0,,,
878,1761652752,1761652752,7.5,-18944,-315.73,392,399,-8,-1,,,
879,1761652753,1761652753,5.5,-18943,-315.72,392,400,-8,0,,,
883,1761652757,1761652757,0.5,-18939,-315.65,392,397,-8,-3,,,
885,1761652759,1761652759,4.5,-18937,-315.62,392,399,-8,-1,,,
886,1761652760,1761652760,8.5,-18936,-315.6,392,400,-8,0,,,
888,1761652762,1761652762,10,-18934,-315.57,392,401,-8,1,,,
896,1761652770,1761652770,10,-18926,-315.43,392,398,-8,-2,,,
899,1761652773,1761652773,4,-18923,-315.38,392,400,-8,0,,,
902,1761652776,1761652776,10.5,-18920,-315.33,392,399,-8,-1,,,
903,1761652777,1761652777,10.5,-18919,-315.32,392,400,-8,0,,,
904,1761652778,1761652778,10,-18918,-315.3,392,400,-8,0,,,
905,1761652779,1761652779,3,-18917,-315.28,392,399,-8,-1,,,
908,1761652782,1761652782,8.5,-18914,-315.23,392,400,-8,0,,,
918,1761652792,1761652792,10,-18904,-315.07,392,401,-8,1,,,
946,1761652820,1761652820,8,-18876,-314.6,392,398,-8,-2,,,
953,1761652827,1761652827,5.5,-18869,-314.48,392,399,-8,-1,,,
955,1761652829,1761652829,6,-18866.9,-314.45,392,399,-8,-1,,,
965,1761652839,1761652839,8.5,-18856.9,-314.28,392,400,-8,0,,,
966,1761652840,1761652840,12,-18855.9,-314.27,392,399,-8,-1,,,
968,1761652842,1761652842,10.5,-18853.9,-314.23,392,399,-8,-1,,,
970,1761652844,1761652844,15.5,-18851.9,-314.2,392,400,-8,0,,,
971,1761652845,1761652845,5.5,-18850.9,-314.18,392,399,-8,-1,,,
982,1761652856,1761652856,4,-18839.9,-314,392,399,-8,-1,,,
987,1761652861,1761652861,8,-18834.9,-313.92,392,401,-8,1,,,
988,1761652862,1761652862,1.5,-18833.9,-313.9,392,399,-8,-1,,,
989,1761652863,1761652863,3,-18832.9,-313.88,392,399,-8,-1,,,
990,1761652864,1761652864,2.5,-18831.9,-313.87,392,399,-8,-1,,,
991,1761652865,1761652865,9,-18830.9,-313.85,392,399,-8,-1,,,
1001,1761652875,1761652875,8,-18820.9,-313.68,392,398,-8,-2,,,
1002,1761652876,1761652876,4,-18819.9,-313.67,392,398,-8,-2,,,
1003,1761652877,1761652877,7,-18818.9,-313.65,392,400,-8,0,,,
1008,1761652882,1761652882,5.5,-18813.9,-313.57,392,401,-8,1,,,
1011,1761652885,1761652885,8,-18810.9,-313.52,392,398,-8,-2,,,
1016,1761652890,1761652890,3,-18805.9,-313.43,392,398,-8,-2,,,
1031,1761652905,1761652905,11,-18790.9,-313.18,392,400,-8,0,,,
1037,1761652911,1761652911,8,-18784.9,-313.08,392,400,-8,0,,,
1039,1761652913,1761652913,9,-18782.9,-313.05,392,400,-8,0,,,
1042,1761652916,1761652916,3.5,-18779.9,-313,392,399,-8,-1,,,
1043,1761652917,1761652917,13.5,-18778.9,-312.98,392,400,-8,0,,,
1047,1761652921,1761652921,10.5,-18774.9,-312.92,392,400,-8,0,,,
1050,1761652924,1761652924,2,-18771.9,-312.87,392,399,-8,-1,,,
1053,1761652927,1761652927,12,-18768.9,-312.82,392,401,-8,1,,,
1071,1761652945,1761652945,7,-18750.9,-312.52,392,400,-8,0,,,
1073,1761652947,1761652947,8,-18748.9,-312.48,392,400,-8,0,,,
1082,1761652956,1761652956,10.5,-18739.9,-312.33,392,399,-8,-1,,,
1085,1761652959,1761652959,7,-18736.9,-312.28,392,398,-8,-2,,,
1091,1761652965,1761652965,6.5,-18730.9,-312.18,392,398,-8,-2,,,
1095,1761652969,1761652969,8,-18726.9,-312.11,392,400,-8,0,,,
1096,1761652970,1761652970,0.5,-18725.9,-312.1,392,398,-8,-2,,,
1097,1761652971,1761652971,5,-18724.9,-312.08,392,400,-8,0,,,
1104,1761652978,1761652978,12.5,-18717.9,-311.96,392,400,-8,0,,,
1111,1761652985,1761652985,2.5,-18710.9,-311.85,392,399,-8,-1,,,
1114,1761652988,1761652988,12,-18707.9,-311.8,392,401,-8,1,,,
1120,1761652994,1761652994,13.5,-18701.9,-311.7,392,400,-8,0,,,
1121,1761652995,1761652995,7.5,-18700.9,-311.68,392,398,-8,-2,,,
1126,1761653000,1761653000,10.5,-18695.9,-311.6,392,398,-8,-2,,,
1128,1761653002,1761653002,14.5,-18693.9,-311.56,392,401,-8,1,,,
1141,1761653015,1761653015,3.5,-18680.9,-311.35,392,400,-8,0,,,
1144,1761653018,1761653018,10.5,-18677.9,-311.3,392,400,-8,0,,,
1148,1761653022,1761653022,12,-18673.9,-311.23,392,399,-8,-1,,,
1152,1761653026,1761653026,8.5,-18669.9,-311.16,392,399,-8,-1,,,
1163,1761653037,1761653037,5.5,-18658.9,-310.98,392,399,-8,-1,,,
1181,1761653055,1761653055,4,-18640.9,-310.68,392,399,-8,-1,,,
1186,1761653060,1761653060,7,-18635.9,-310.6,392,400,-8,0,,,
1189,1761653063,1761653063,5,-18632.9,-310.55,392,398,-8,-2,,,
1192,1761653066,1761653066,10,-18629.9,-310.5,392,400,-8,0,,,
1196,1761653070,1761653070,9.5,-18625.9,-310.43,392,401,-8,1,,,
1197,1761653071,1761653071,2,-18624.9,-310.41,392,399,-8,-1,,,
1205,1761653079,1761653079,6.5,-18616.9,-310.28,392,399,-8,-1,,,
1208,1761653082,1761653082,7.5,-18613.9,-310.23,392,400,-8,0,,,
1209,1761653083,1761653083,2.5,-18612.9,-310.21,392,400,-8,0,,,
1216,1761653090,1761653090,8,-18605.9,-310.1,392,400,-8,0,,,
1217,1761653091,1761653091,7,-18604.9,-310.08,392,400,-8,0,,,
1226,1761653100,1761653100,9.5,-18595.8,-309.93,392,399,-8,-1,,,
1228,1761653102,1761653102,10,-18593.8,-309.9,392,400,-8,0,,,
1231,1761653105,1761653105,6,-18590.9,-309.85,392,400,-8,0,,,
1261,1761653135,1761653135,5,-18560.8,-309.35,392,398,-8,-2,,,
1263,1761653137,1761653137,4.5,-18558.8,-309.31,392,400,-8,0,,,
1265,1761653139,1761653139,5,-18556.8,-309.28,392,399,-8,-1,,,
1266,1761653140,1761653140,11,-18555.8,-309.26,392,399,-8,-1,,,
1272,1761653146,1761653146,5.5,-18549.8,-309.16,392,400,-8,0,,,
1273,1761653147,1761653147,14,-18548.8,-309.15,392,401,-8,1,,,
1274,1761653148,1761653148,5.5,-18547.8,-309.13,392,400,-8,0,,,
1281,1761653155,1761653155,7,-18540.8,-309.01,392,401,-8,1,,,
1299,1761653173,1761653173,3,-18522.8,-308.71,392,399,-8,-1,,,
1303,1761653177,1761653177,4.5,-18518.8,-308.65,392,399,-8,-1,,,
1305,1761653179,1761653179,7,-18516.8,-308.61,392,400,-8,0,,,
1306,1761653180,1761653180,9,-18515.8,-308.6,392,399,-8,-1,,,
